Movie_Name,City,Theatre_Name,Ticket_Price,No_of_Tickets_Sold,Total_Revenue,Booking_Date,Release_Date
War 2,Mumbai,Wave Cinemas,367,44,16148,2024-11-06,2024-11-30
The Crew,Chandigarh,INOX,566,44,24904,2025-01-06,2025-01-31
Guntur Kaaram,Pune,PVR,317,94,29798,2024-12-22,2024-12-30
Bade Miyan Chote Miyan,Chandigarh,Miraj Cinemas,485,107,51895,2025-01-19,2025-01-30
Singham Again,Mumbai,Cinepolis,241,98,23618,2024-12-15,2025-01-12
Fighter,Mumbai,INOX,305,179,54595,2024-11-16,2024-12-10
Mr. and Mrs. Mahi,Delhi,INOX,193,66,12738,2024-11-29,2024-12-22
Chandu Champion,Mumbai,Carnival Cinemas,384,149,57216,2024-12-10,2025-01-06
Jigra,Chennai,Miraj Cinemas,291,197,57327,2024-11-12,2024-11-30
Bhool Bhulaiyaa 3,Bhopal,INOX,521,31,16151,2025-01-06,2025-01-22
Bhool Bhulaiyaa 3,Bhopal,INOX,253,197,49841,2024-10-21,2024-11-03
Guntur Kaaram,Bangalore,Wave Cinemas,425,161,68425,2024-11-05,2024-11-16
Fighter,Mumbai,Cinepolis,204,48,9792,2025-01-14,2025-02-11
Dunki,Chennai,Carnival Cinemas,598,76,45448,2024-11-17,2024-11-26
The Crew,Chennai,Cinepolis,436,13,5668,2024-11-09,2024-11-30
The Diplomat,Jaipur,Cinepolis,189,83,15687,2024-10-05,2024-11-01
Sam Bahadur,Lucknow,PVR,555,28,15540,2024-11-10,2024-12-04
Singham Again,Chennai,Wave Cinemas,458,195,89310,2024-10-28,2024-11-24
Fighter,Lucknow,INOX,248,20,4960,2024-10-22,2024-11-17
Singham Again,Mumbai,INOX,340,94,31960,2024-11-30,2024-12-08
Jigra,Pune,PVR,366,162,59292,2024-11-11,2024-11-30
Stree 2,Bhopal,Carnival Cinemas,539,161,86779,2024-10-25,2024-11-02
Sam Bahadur,Chandigarh,PVR,519,159,82521,2025-02-12,2025-02-23
Pushpa 2,Delhi,Carnival Cinemas,413,99,40887,2024-11-27,2024-12-07
Mr. and Mrs. Mahi,Hyderabad,Carnival Cinemas,560,187,104720,2024-11-27,2024-12-25
Mr. and Mrs. Mahi,Bhopal,INOX,218,95,20710,2025-02-10,2025-02-25
Emergency,Delhi,INOX,363,165,59895,2024-10-27,2024-11-18
Tiger 3,Chennai,INOX,485,53,25705,2024-12-29,2025-01-27
Merry Christmas,Jaipur,Miraj Cinemas,214,148,31672,2024-12-26,2025-01-14
Emergency,Chennai,INOX,444,165,73260,2025-01-26,2025-02-14
Guntur Kaaram,Ahmedabad,Carnival Cinemas,426,60,25560,2024-12-11,2024-12-24
Animal,Kolkata,INOX,467,160,74720,2024-11-18,2024-12-10
Dunki,Mumbai,Cinepolis,451,53,23903,2025-01-09,2025-01-20
Pushpa 2,Kolkata,PVR,267,193,51531,2024-11-26,2024-12-26
Salaar,Pune,Miraj Cinemas,431,160,68960,2024-12-08,2024-12-17
War 2,Mumbai,INOX,554,92,50968,2024-11-06,2024-11-25
Bhool Bhulaiyaa 3,Kolkata,Carnival Cinemas,240,67,16080,2025-01-23,2025-02-16
Pushpa 2,Delhi,Miraj Cinemas,453,93,42129,2024-11-25,2024-12-02
Bhool Bhulaiyaa 3,Lucknow,Miraj Cinemas,397,93,36921,2024-12-13,2024-12-25
Singham Again,Chandigarh,Wave Cinemas,380,71,26980,2024-12-09,2024-12-16
Tiger 3,Kolkata,INOX,205,48,9840,2024-11-18,2024-11-25
Mr. and Mrs. Mahi,Bangalore,PVR,447,83,37101,2025-01-02,2025-01-14
Tiger 3,Jaipur,INOX,593,165,97845,2024-10-26,2024-11-02
Bhool Bhulaiyaa 3,Pune,Wave Cinemas,509,108,54972,2024-12-12,2025-01-04
Sam Bahadur,Kolkata,INOX,281,64,17984,2025-01-27,2025-02-08
Yodha,Jaipur,PVR,236,113,26668,2024-10-28,2024-11-17
Animal,Ahmedabad,Miraj Cinemas,503,45,22635,2025-01-21,2025-02-16
Chandu Champion,Bangalore,Cinepolis,445,193,85885,2024-11-19,2024-12-04
Bade Miyan Chote Miyan,Bhopal,PVR,428,66,28248,2024-11-13,2024-11-26
Salaar,Mumbai,PVR,254,101,25654,2025-01-10,2025-01-31
The Crew,Hyderabad,Miraj Cinemas,537,47,25239,2024-12-12,2024-12-30
Singham Again,Hyderabad,Wave Cinemas,438,61,26718,2024-11-12,2024-11-27
Merry Christmas,Hyderabad,Miraj Cinemas,216,178,38448,2025-02-13,2025-02-22
Dunki,Bangalore,PVR,581,13,7553,2024-12-03,2024-12-25
The Diplomat,Delhi,PVR,266,35,9310,2024-11-15,2024-12-06
Chandu Champion,Hyderabad,Carnival Cinemas,327,97,31719,2025-01-23,2025-02-16
Metro In Dino,Kolkata,INOX,305,97,29585,2025-01-15,2025-01-23
Merry Christmas,Chandigarh,Cinepolis,449,14,6286,2025-01-23,2025-02-13
The Diplomat,Pune,Wave Cinemas,529,110,58190,2024-12-19,2025-01-11
Sam Bahadur,Jaipur,Cinepolis,591,17,10047,2025-02-09,2025-02-21
Jigra,Delhi,Cinepolis,334,135,45090,2024-10-25,2024-11-22
Mr. and Mrs. Mahi,Delhi,Cinepolis,585,184,107640,2025-02-09,2025-02-22
Stree 2,Hyderabad,Carnival Cinemas,572,152,86944,2024-11-15,2024-11-28
Yodha,Hyderabad,Miraj Cinemas,277,179,49583,2024-11-09,2024-12-06
Singham Again,Bhopal,PVR,195,86,16770,2024-11-26,2024-12-12
Yodha,Chandigarh,Wave Cinemas,205,183,37515,2025-01-09,2025-01-16
Guntur Kaaram,Delhi,Cinepolis,311,78,24258,2024-12-30,2025-01-20
Tiger 3,Pune,Wave Cinemas,579,61,35319,2024-10-19,2024-11-06
Animal,Jaipur,INOX,184,140,25760,2024-11-26,2024-12-24
Pushpa 2,Bhopal,PVR,406,34,13804,2025-01-25,2025-02-10
Guntur Kaaram,Bangalore,Wave Cinemas,575,63,36225,2024-10-25,2024-11-07
Emergency,Kolkata,Miraj Cinemas,271,104,28184,2024-11-23,2024-12-11
Guntur Kaaram,Chennai,PVR,538,69,37122,2024-12-15,2024-12-23
Bhool Bhulaiyaa 3,Hyderabad,Miraj Cinemas,182,192,34944,2024-11-17,2024-12-16
The Diplomat,Pune,PVR,294,168,49392,2024-12-14,2025-01-11
Fighter,Bangalore,INOX,260,95,24700,2024-12-05,2024-12-13
Pushpa 2,Kolkata,Cinepolis,448,49,21952,2025-02-08,2025-02-18
Pushpa 2,Lucknow,Miraj Cinemas,325,160,52000,2024-11-24,2024-12-04
The Crew,Ahmedabad,Miraj Cinemas,593,152,90136,2024-11-12,2024-11-20
Dunki,Bhopal,PVR,580,45,26100,2024-11-01,2024-11-14
Bhool Bhulaiyaa 3,Kolkata,INOX,252,157,39564,2024-12-08,2024-12-28
Yodha,Pune,Cinepolis,598,40,23920,2024-12-29,2025-01-16
Salaar,Kolkata,Cinepolis,291,92,26772,2025-02-09,2025-02-22
Chandu Champion,Chennai,PVR,419,41,17179,2025-01-12,2025-02-05
Bade Miyan Chote Miyan,Pune,Wave Cinemas,377,90,33930,2024-11-19,2024-11-27
Dunki,Bangalore,Wave Cinemas,561,101,56661,2024-12-21,2025-01-09
Salaar,Ahmedabad,Miraj Cinemas,283,157,44431,2025-01-08,2025-01-20
Merry Christmas,Mumbai,INOX,521,132,68772,2025-01-26,2025-02-08
Fighter,Jaipur,Cinepolis,226,25,5650,2025-02-17,2025-02-24
The Crew,Lucknow,PVR,451,73,32923,2024-11-20,2024-12-11
The Crew,Mumbai,INOX,426,173,73698,2024-12-05,2024-12-14
Jigra,Chandigarh,Miraj Cinemas,482,170,81940,2025-02-06,2025-02-13
Singham Again,Bangalore,Cinepolis,412,136,56032,2025-01-26,2025-02-17
Chandu Champion,Hyderabad,Carnival Cinemas,199,67,13333,2024-10-11,2024-11-07
Tiger 3,Jaipur,Cinepolis,428,160,68480,2024-12-09,2025-01-08
Yodha,Chennai,Wave Cinemas,468,195,91260,2024-11-19,2024-12-07
The Crew,Indore,Wave Cinemas,213,55,11715,2024-11-23,2024-12-13
Fighter,Kolkata,PVR,584,28,16352,2024-12-02,2024-12-26
Merry Christmas,Indore,PVR,443,182,80626,2024-12-10,2025-01-04
The Crew,Mumbai,PVR,356,130,46280,2024-12-24,2025-01-18
Merry Christmas,Bhopal,Wave Cinemas,233,44,10252,2025-01-17,2025-02-13
Singham Again,Kolkata,PVR,185,103,19055,2024-12-22,2025-01-01
Bhool Bhulaiyaa 3,Mumbai,Miraj Cinemas,561,54,30294,2024-10-27,2024-11-07
Bhool Bhulaiyaa 3,Bangalore,PVR,494,93,45942,2025-01-08,2025-01-28
Emergency,Ahmedabad,Carnival Cinemas,503,136,68408,2024-12-18,2024-12-26
Tiger 3,Indore,Carnival Cinemas,533,179,95407,2025-02-02,2025-02-16
The Crew,Lucknow,INOX,505,74,37370,2025-01-13,2025-02-10
Animal,Mumbai,Carnival Cinemas,256,145,37120,2024-11-07,2024-11-22
Yodha,Lucknow,INOX,361,139,50179,2024-11-08,2024-12-01
Sam Bahadur,Delhi,Cinepolis,485,166,80510,2025-01-08,2025-01-20
Mr. and Mrs. Mahi,Chennai,Wave Cinemas,265,154,40810,2024-11-05,2024-12-04
Guntur Kaaram,Kolkata,INOX,434,199,86366,2025-02-12,2025-02-23
Fighter,Indore,PVR,525,62,32550,2024-10-21,2024-11-09
Animal,Hyderabad,Carnival Cinemas,420,163,68460,2025-02-09,2025-02-28
Singham Again,Chandigarh,PVR,452,146,65992,2024-12-01,2024-12-21
Bhool Bhulaiyaa 3,Lucknow,INOX,350,42,14700,2025-01-08,2025-02-03
Bade Miyan Chote Miyan,Chandigarh,Miraj Cinemas,300,15,4500,2024-12-09,2025-01-02
Stree 2,Ahmedabad,Miraj Cinemas,382,171,65322,2025-01-17,2025-02-13
Yodha,Hyderabad,PVR,350,177,61950,2024-10-19,2024-11-09
Jigra,Pune,PVR,274,170,46580,2025-01-27,2025-02-16
Singham Again,Bhopal,Cinepolis,311,55,17105,2024-10-19,2024-11-15
Fighter,Delhi,INOX,449,67,30083,2024-11-26,2024-12-22
Stree 2,Chandigarh,PVR,220,12,2640,2025-02-13,2025-02-27
Fighter,Hyderabad,Cinepolis,505,14,7070,2025-01-28,2025-02-19
The Diplomat,Bangalore,Miraj Cinemas,421,147,61887,2025-01-10,2025-01-18
Salaar,Bhopal,PVR,341,164,55924,2024-12-11,2024-12-18
Metro In Dino,Hyderabad,Carnival Cinemas,346,16,5536,2024-10-18,2024-11-04
The Diplomat,Ahmedabad,Wave Cinemas,269,36,9684,2024-10-08,2024-11-01
War 2,Kolkata,Carnival Cinemas,326,137,44662,2025-01-31,2025-02-24
Dunki,Pune,INOX,375,154,57750,2025-02-01,2025-02-21
Metro In Dino,Bhopal,PVR,249,156,38844,2024-10-30,2024-11-08
The Crew,Bhopal,Carnival Cinemas,466,198,92268,2024-11-30,2024-12-29
Mr. and Mrs. Mahi,Hyderabad,INOX,497,55,27335,2024-11-22,2024-12-22
Sam Bahadur,Bhopal,Carnival Cinemas,417,95,39615,2024-11-10,2024-11-27
Guntur Kaaram,Bhopal,INOX,511,198,101178,2025-01-07,2025-02-06
War 2,Indore,Miraj Cinemas,423,58,24534,2024-12-17,2025-01-10
Jigra,Jaipur,INOX,273,133,36309,2024-12-10,2024-12-23
Tiger 3,Chennai,Carnival Cinemas,272,135,36720,2025-01-11,2025-01-23
Tiger 3,Lucknow,Carnival Cinemas,454,186,84444,2024-11-09,2024-12-09
Emergency,Delhi,Miraj Cinemas,414,172,71208,2024-11-28,2024-12-20
Chandu Champion,Indore,Cinepolis,462,138,63756,2024-11-15,2024-11-23
Pushpa 2,Chandigarh,Miraj Cinemas,394,32,12608,2025-01-31,2025-02-09
The Diplomat,Bhopal,Wave Cinemas,276,97,26772,2024-12-07,2024-12-15
Stree 2,Delhi,Cinepolis,224,82,18368,2025-02-10,2025-02-28
Yodha,Chennai,Miraj Cinemas,523,164,85772,2024-12-08,2025-01-07
Tiger 3,Delhi,Cinepolis,520,69,35880,2024-12-19,2025-01-18
Fighter,Delhi,Cinepolis,449,46,20654,2024-10-23,2024-11-12
Bade Miyan Chote Miyan,Hyderabad,Wave Cinemas,497,28,13916,2024-12-02,2024-12-26
Pushpa 2,Indore,Miraj Cinemas,221,21,4641,2024-12-24,2025-01-02
Tiger 3,Lucknow,INOX,331,185,61235,2024-12-04,2024-12-27
Stree 2,Bangalore,Carnival Cinemas,292,150,43800,2024-12-24,2025-01-16
Merry Christmas,Bhopal,Miraj Cinemas,261,13,3393,2024-12-12,2025-01-07
War 2,Lucknow,PVR,270,86,23220,2025-01-07,2025-01-27
Salaar,Jaipur,PVR,408,36,14688,2024-11-27,2024-12-21
Guntur Kaaram,Hyderabad,INOX,433,164,71012,2024-11-30,2024-12-08
Sam Bahadur,Chandigarh,Wave Cinemas,584,58,33872,2024-10-18,2024-11-12
Fighter,Kolkata,Miraj Cinemas,458,188,86104,2024-10-10,2024-11-05
Bhool Bhulaiyaa 3,Chandigarh,Cinepolis,191,60,11460,2024-10-31,2024-11-10
Guntur Kaaram,Lucknow,PVR,569,95,54055,2024-11-16,2024-12-03
Sam Bahadur,Mumbai,INOX,436,193,84148,2024-12-10,2024-12-20
Emergency,Mumbai,Cinepolis,497,182,90454,2024-10-19,2024-11-14
Guntur Kaaram,Mumbai,Carnival Cinemas,550,44,24200,2025-02-17,2025-02-25
The Crew,Ahmedabad,Miraj Cinemas,225,126,28350,2025-02-12,2025-02-21
Guntur Kaaram,Chandigarh,INOX,522,117,61074,2025-01-29,2025-02-07
Salaar,Chennai,Cinepolis,375,83,31125,2024-10-30,2024-11-22
Bade Miyan Chote Miyan,Lucknow,Cinepolis,293,18,5274,2024-11-10,2024-11-19
The Diplomat,Bangalore,INOX,235,48,11280,2024-11-02,2024-11-17
Stree 2,Pune,Carnival Cinemas,263,175,46025,2024-11-09,2024-11-25
Tiger 3,Jaipur,Carnival Cinemas,518,73,37814,2024-12-25,2025-01-15
The Crew,Jaipur,INOX,522,16,8352,2024-12-26,2025-01-16
Chandu Champion,Mumbai,PVR,200,150,30000,2024-10-18,2024-11-11
Sam Bahadur,Bhopal,Cinepolis,305,120,36600,2024-10-10,2024-11-05
Singham Again,Kolkata,Wave Cinemas,460,85,39100,2024-10-21,2024-11-14
Singham Again,Hyderabad,Carnival Cinemas,275,157,43175,2025-01-02,2025-01-12
The Diplomat,Ahmedabad,Cinepolis,490,134,65660,2024-11-20,2024-12-11
Bhool Bhulaiyaa 3,Hyderabad,Miraj Cinemas,359,132,47388,2025-01-07,2025-02-06
Metro In Dino,Bhopal,Carnival Cinemas,192,117,22464,2024-11-04,2024-12-01
Bade Miyan Chote Miyan,Ahmedabad,INOX,350,41,14350,2024-10-27,2024-11-04
Yodha,Pune,Carnival Cinemas,187,101,18887,2024-12-25,2025-01-16
Chandu Champion,Pune,Cinepolis,508,86,43688,2024-12-04,2024-12-26
Metro In Dino,Indore,PVR,284,21,5964,2024-11-01,2024-11-14
Guntur Kaaram,Bangalore,Wave Cinemas,385,190,73150,2025-01-11,2025-01-26
Emergency,Chandigarh,Cinepolis,227,166,37682,2025-01-27,2025-02-07
Merry Christmas,Chandigarh,INOX,523,50,26150,2024-12-25,2025-01-19
The Crew,Chennai,Wave Cinemas,488,68,33184,2024-11-16,2024-12-03
Bhool Bhulaiyaa 3,Lucknow,Cinepolis,507,41,20787,2025-02-01,2025-02-26
Dunki,Pune,PVR,491,58,28478,2025-01-19,2025-01-29
Tiger 3,Pune,INOX,356,92,32752,2024-11-23,2024-12-23
Stree 2,Indore,Miraj Cinemas,331,194,64214,2024-11-20,2024-12-18
Stree 2,Hyderabad,Wave Cinemas,283,58,16414,2024-11-19,2024-12-12
Mr. and Mrs. Mahi,Mumbai,PVR,356,118,42008,2024-12-08,2024-12-19
Bade Miyan Chote Miyan,Chennai,Miraj Cinemas,428,57,24396,2024-12-08,2024-12-24
Dunki,Ahmedabad,PVR,528,163,86064,2024-10-29,2024-11-18
Singham Again,Jaipur,Carnival Cinemas,213,50,10650,2024-10-20,2024-11-03
Tiger 3,Pune,PVR,233,71,16543,2025-01-16,2025-02-14
Emergency,Chennai,Cinepolis,458,89,40762,2024-11-02,2024-11-26
Stree 2,Kolkata,Carnival Cinemas,380,75,28500,2024-10-21,2024-11-03
Bade Miyan Chote Miyan,Bhopal,Carnival Cinemas,185,64,11840,2024-12-19,2025-01-18
Sam Bahadur,Hyderabad,Wave Cinemas,476,40,19040,2024-12-17,2024-12-29
Bhool Bhulaiyaa 3,Bhopal,Cinepolis,191,18,3438,2025-01-02,2025-01-24
Salaar,Bangalore,Miraj Cinemas,458,86,39388,2025-01-30,2025-02-17
Salaar,Hyderabad,Carnival Cinemas,551,166,91466,2024-10-20,2024-11-15
Salaar,Jaipur,INOX,492,81,39852,2024-12-25,2025-01-08
Yodha,Jaipur,Wave Cinemas,278,188,52264,2024-10-31,2024-11-22
Sam Bahadur,Bangalore,Wave Cinemas,530,41,21730,2024-12-10,2025-01-05
Salaar,Mumbai,INOX,256,180,46080,2025-01-31,2025-02-11
Bhool Bhulaiyaa 3,Hyderabad,Carnival Cinemas,485,87,42195,2025-02-09,2025-02-26
Metro In Dino,Lucknow,Wave Cinemas,205,32,6560,2024-12-20,2024-12-29
Metro In Dino,Kolkata,Carnival Cinemas,415,82,34030,2024-11-29,2024-12-25
Chandu Champion,Pune,PVR,291,71,20661,2024-12-22,2025-01-03
Guntur Kaaram,Hyderabad,Wave Cinemas,503,93,46779,2025-02-15,2025-02-27
Bade Miyan Chote Miyan,Chennai,INOX,495,13,6435,2024-12-15,2025-01-03
Sam Bahadur,Mumbai,Cinepolis,548,181,99188,2024-11-24,2024-12-24
Pushpa 2,Delhi,Miraj Cinemas,460,183,84180,2025-01-28,2025-02-19
Dunki,Ahmedabad,Cinepolis,479,12,5748,2025-01-04,2025-01-13
The Crew,Delhi,Wave Cinemas,559,199,111241,2024-12-26,2025-01-07
Tiger 3,Lucknow,INOX,281,36,10116,2025-01-18,2025-02-17
Metro In Dino,Chandigarh,Carnival Cinemas,445,165,73425,2024-10-20,2024-11-09
Yodha,Indore,Miraj Cinemas,306,56,17136,2025-01-05,2025-01-15
Mr. and Mrs. Mahi,Pune,PVR,417,123,51291,2024-12-20,2025-01-13
Stree 2,Bangalore,Miraj Cinemas,272,135,36720,2024-10-24,2024-11-21
The Crew,Mumbai,Miraj Cinemas,409,178,72802,2025-01-02,2025-01-18
Fighter,Kolkata,Miraj Cinemas,566,113,63958,2024-12-27,2025-01-19
Chandu Champion,Lucknow,PVR,281,24,6744,2024-11-18,2024-11-26
Singham Again,Delhi,Wave Cinemas,503,111,55833,2025-01-01,2025-01-09
The Diplomat,Indore,Carnival Cinemas,445,81,36045,2024-11-06,2024-11-20
Merry Christmas,Lucknow,PVR,578,128,73984,2024-10-30,2024-11-21
Emergency,Chennai,Wave Cinemas,413,58,23954,2025-02-08,2025-02-27
Fighter,Delhi,INOX,474,55,26070,2025-01-20,2025-02-15
War 2,Jaipur,Cinepolis,300,185,55500,2025-01-20,2025-02-18
Yodha,Bhopal,Cinepolis,406,72,29232,2024-12-18,2025-01-01
Sam Bahadur,Delhi,Carnival Cinemas,542,42,22764,2024-10-22,2024-11-12
Animal,Mumbai,Carnival Cinemas,351,96,33696,2024-10-31,2024-11-09
Bhool Bhulaiyaa 3,Kolkata,PVR,469,164,76916,2024-12-21,2025-01-05
Sam Bahadur,Lucknow,INOX,486,90,43740,2025-01-17,2025-02-13
Merry Christmas,Kolkata,Carnival Cinemas,573,65,37245,2024-11-21,2024-12-11
Merry Christmas,Chandigarh,Miraj Cinemas,299,182,54418,2024-10-23,2024-11-22
Metro In Dino,Pune,Carnival Cinemas,569,157,89333,2024-11-13,2024-11-27
Animal,Pune,INOX,409,199,81391,2025-01-27,2025-02-04
The Diplomat,Jaipur,Carnival Cinemas,313,84,26292,2024-12-09,2025-01-01
Stree 2,Bangalore,PVR,452,97,43844,2025-01-08,2025-01-30
Singham Again,Lucknow,PVR,485,92,44620,2025-01-02,2025-01-26
Tiger 3,Bangalore,Wave Cinemas,182,131,23842,2025-01-10,2025-01-29
Bhool Bhulaiyaa 3,Delhi,Wave Cinemas,467,91,42497,2025-01-09,2025-02-05
War 2,Ahmedabad,INOX,306,161,49266,2025-01-10,2025-02-01
Emergency,Kolkata,Carnival Cinemas,229,88,20152,2024-11-12,2024-11-23
Salaar,Mumbai,PVR,354,200,70800,2024-11-10,2024-12-10
Metro In Dino,Chennai,Cinepolis,261,58,15138,2024-12-17,2024-12-25
Animal,Delhi,Cinepolis,594,105,62370,2024-12-20,2025-01-17
Yodha,Chandigarh,Wave Cinemas,584,167,97528,2024-12-04,2025-01-03
Singham Again,Indore,Cinepolis,213,151,32163,2025-01-29,2025-02-22
Salaar,Jaipur,Wave Cinemas,189,50,9450,2024-10-10,2024-11-01
The Diplomat,Bangalore,INOX,300,23,6900,2024-12-01,2024-12-11
Sam Bahadur,Chennai,PVR,477,74,35298,2025-01-28,2025-02-17
Mr. and Mrs. Mahi,Indore,INOX,331,65,21515,2025-01-11,2025-02-06
Emergency,Kolkata,Carnival Cinemas,439,47,20633,2025-02-14,2025-02-22
Tiger 3,Delhi,Carnival Cinemas,294,102,29988,2024-10-17,2024-11-14
Mr. and Mrs. Mahi,Chandigarh,Miraj Cinemas,465,121,56265,2024-11-17,2024-12-12
Animal,Kolkata,Cinepolis,358,122,43676,2024-12-13,2024-12-21
Pushpa 2,Chennai,Wave Cinemas,484,146,70664,2025-01-29,2025-02-11
The Diplomat,Mumbai,Wave Cinemas,351,69,24219,2024-11-25,2024-12-20
Chandu Champion,Pune,Cinepolis,500,191,95500,2024-12-17,2024-12-30
Yodha,Bhopal,PVR,292,11,3212,2024-12-05,2024-12-28
The Crew,Pune,Wave Cinemas,521,178,92738,2024-10-27,2024-11-18
Stree 2,Kolkata,Carnival Cinemas,332,35,11620,2024-11-18,2024-12-05
Fighter,Bhopal,INOX,394,131,51614,2024-12-28,2025-01-26
Yodha,Hyderabad,Wave Cinemas,598,184,110032,2024-12-08,2024-12-31
Emergency,Delhi,INOX,522,95,49590,2025-01-04,2025-02-01
Singham Again,Chandigarh,Miraj Cinemas,334,197,65798,2024-11-18,2024-12-03
Fighter,Mumbai,Wave Cinemas,192,16,3072,2024-11-18,2024-12-11
Fighter,Chandigarh,INOX,374,158,59092,2025-02-12,2025-02-26
Singham Again,Ahmedabad,PVR,279,93,25947,2024-12-10,2025-01-03
Emergency,Mumbai,Wave Cinemas,314,32,10048,2024-12-21,2024-12-28
Tiger 3,Mumbai,PVR,436,184,80224,2024-10-26,2024-11-05
War 2,Pune,INOX,372,66,24552,2024-11-15,2024-12-10
The Diplomat,Bangalore,PVR,220,34,7480,2025-01-02,2025-01-26
Mr. and Mrs. Mahi,Lucknow,Miraj Cinemas,327,179,58533,2024-11-06,2024-11-29
Animal,Bangalore,Wave Cinemas,449,146,65554,2025-02-06,2025-02-23
Salaar,Indore,Wave Cinemas,550,84,46200,2024-12-29,2025-01-15
Merry Christmas,Chandigarh,INOX,451,49,22099,2024-10-27,2024-11-25
Tiger 3,Kolkata,PVR,291,121,35211,2024-11-28,2024-12-25
Metro In Dino,Ahmedabad,Carnival Cinemas,218,144,31392,2024-12-24,2025-01-02
Dunki,Jaipur,INOX,240,66,15840,2025-01-02,2025-01-17
Animal,Bangalore,PVR,267,179,47793,2025-02-11,2025-02-26
Metro In Dino,Lucknow,Miraj Cinemas,484,92,44528,2024-12-09,2025-01-04
Merry Christmas,Mumbai,INOX,274,121,33154,2024-11-10,2024-11-18
The Crew,Lucknow,Wave Cinemas,266,113,30058,2025-01-26,2025-02-13
Singham Again,Indore,Miraj Cinemas,452,132,59664,2024-12-29,2025-01-18
Sam Bahadur,Bangalore,Carnival Cinemas,189,81,15309,2024-11-16,2024-11-24
Salaar,Bangalore,Cinepolis,541,157,84937,2024-10-22,2024-11-05
Emergency,Delhi,Carnival Cinemas,326,197,64222,2024-11-07,2024-11-21
Fighter,Chandigarh,Miraj Cinemas,406,154,62524,2025-01-13,2025-02-12
Emergency,Bangalore,Carnival Cinemas,478,108,51624,2024-12-16,2024-12-25
Animal,Indore,INOX,590,126,74340,2024-10-08,2024-11-01
Animal,Ahmedabad,PVR,214,199,42586,2024-11-03,2024-12-01
The Diplomat,Lucknow,Cinepolis,365,176,64240,2024-12-07,2024-12-24
Jigra,Mumbai,Carnival Cinemas,563,101,56863,2024-12-21,2025-01-20
Bhool Bhulaiyaa 3,Bangalore,Miraj Cinemas,427,169,72163,2024-12-06,2024-12-30
Chandu Champion,Hyderabad,Wave Cinemas,208,16,3328,2024-11-19,2024-12-11
Salaar,Chandigarh,Cinepolis,430,173,74390,2025-01-28,2025-02-13
Emergency,Chandigarh,Carnival Cinemas,192,192,36864,2025-01-23,2025-02-11
The Diplomat,Pune,PVR,350,93,32550,2024-12-09,2024-12-23
Singham Again,Delhi,INOX,346,148,51208,2024-11-19,2024-12-15
Bade Miyan Chote Miyan,Lucknow,PVR,338,78,26364,2024-12-08,2024-12-17
Emergency,Indore,INOX,542,99,53658,2024-11-15,2024-12-12
Tiger 3,Indore,PVR,510,65,33150,2025-01-15,2025-01-25
The Crew,Hyderabad,Carnival Cinemas,280,89,24920,2024-11-02,2024-11-12
Chandu Champion,Bhopal,Wave Cinemas,328,110,36080,2024-12-27,2025-01-19
Dunki,Chandigarh,Cinepolis,236,134,31624,2024-12-26,2025-01-16
Jigra,Jaipur,Cinepolis,324,117,37908,2024-10-19,2024-11-18
Animal,Ahmedabad,Cinepolis,333,141,46953,2024-11-10,2024-12-03
The Diplomat,Kolkata,Cinepolis,475,67,31825,2024-11-21,2024-12-07
Emergency,Bhopal,Cinepolis,216,118,25488,2024-11-29,2024-12-07
The Diplomat,Delhi,Wave Cinemas,487,139,67693,2025-01-18,2025-02-03
Jigra,Delhi,PVR,565,110,62150,2024-11-04,2024-11-11
Chandu Champion,Bangalore,PVR,303,115,34845,2024-12-31,2025-01-09
Bhool Bhulaiyaa 3,Chennai,Cinepolis,219,194,42486,2025-01-04,2025-01-22
Chandu Champion,Jaipur,PVR,516,87,44892,2024-11-19,2024-12-03
Mr. and Mrs. Mahi,Bhopal,Cinepolis,546,62,33852,2025-02-01,2025-02-28
Mr. and Mrs. Mahi,Chandigarh,Miraj Cinemas,229,64,14656,2025-01-15,2025-01-26
Yodha,Chennai,PVR,579,53,30687,2025-02-16,2025-02-28
Tiger 3,Hyderabad,Carnival Cinemas,185,23,4255,2024-11-11,2024-11-26
Metro In Dino,Indore,Cinepolis,215,114,24510,2025-01-29,2025-02-19
The Diplomat,Pune,PVR,481,73,35113,2024-10-04,2024-11-02
Pushpa 2,Indore,Miraj Cinemas,543,165,89595,2024-11-06,2024-12-02
Pushpa 2,Jaipur,Miraj Cinemas,199,73,14527,2025-01-29,2025-02-26
Pushpa 2,Chandigarh,Cinepolis,193,122,23546,2024-12-14,2025-01-10
Stree 2,Mumbai,INOX,325,195,63375,2024-11-15,2024-11-23
Mr. and Mrs. Mahi,Bhopal,Miraj Cinemas,181,141,25521,2024-12-12,2024-12-22
The Diplomat,Kolkata,Cinepolis,342,63,21546,2024-11-28,2024-12-28
Mr. and Mrs. Mahi,Delhi,Carnival Cinemas,494,20,9880,2024-12-04,2024-12-20
Stree 2,Bangalore,Wave Cinemas,368,97,35696,2024-12-24,2025-01-17
Singham Again,Mumbai,INOX,518,163,84434,2025-01-16,2025-02-04
Stree 2,Bhopal,Wave Cinemas,600,163,97800,2024-12-20,2025-01-17
Salaar,Indore,Cinepolis,400,26,10400,2024-12-11,2025-01-01
